Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
EN,BOUYGUES SA,Industrials,Equity,"698,336.78",0.01,"698,336.78","15,758.00",44.32,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
FME,FRESENIUS MEDICAL CARE AG,Health Care,Equity,"697,357.78",0.01,"697,357.78","13,992.00",49.84,Germany,Xetra,USD,0.85,EUR,-
ERF,EUROFINS SCIENTIFIC,Health Care,Equity,"697,375.09",0.01,"697,375.09","9,318.00",74.84,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
7911,TOPPAN HOLDINGS INC,Industrials,Equity,"696,576.94",0.01,"696,576.94","25,500.00",27.32,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
DSG,DESCARTES SYSTEMS GROUP INC,Information Technology,Equity,"696,586.70",0.01,"696,586.70","6,675.00",104.36,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
ITRK,INTERTEK GROUP PLC,Industrials,Equity,"688,838.64",0.01,"688,838.64","10,879.00",63.32,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
AUTO,AUTO TRADER GROUP PLC,Communication,Equity,"688,237.54",0.01,"688,237.54","64,417.00",10.68,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
QIA,QIAGEN NV,Health Care,Equity,"688,110.63",0.01,"688,110.63","15,090.00",45.6,Germany,Deutsche Boerse Xetra,USD,0.85,EUR,-
GBLB,GROUPE BRUXELLES LAMBERT NV,Financials,Equity,"685,729.29",0.01,"685,729.29","7,694.00",89.13,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,EUR,-
NHY,NORSK HYDRO,Materials,Equity,"685,879.47",0.01,"685,879.47","101,372.00",6.77,Norway,Oslo Bors Asa,USD,9.88,NOK,-
ELE,ENDESA SA,Utilities,Equity,"682,693.36",0.01,"682,693.36","21,902.00",31.17,Spain,Bolsa De Madrid,USD,0.85,EUR,-
AC,ACCOR SA,Consumer Discretionary,Equity,"680,588.68",0.01,"680,588.68","14,083.00",48.33,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
WCP,WHITECAP RESOURCES INC,Energy,Equity,"678,605.07",0.01,"678,605.07","89,253.00",7.6,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
HELN,HELVETIA HOLDING AG,Financials,Equity,"676,422.49",0.01,"676,422.49","2,719.00",248.78,Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
ALGN,ALIGN TECHNOLOGY INC,Health Care,Equity,"675,034.36",0.01,"675,034.36","5,131.00",131.56,United States,NASDAQ,USD,1,USD,-
7012,KAWASAKI HEAVY INDUSTRIES LTD,Industrials,Equity,"674,072.12",0.01,"674,072.12","10,800.00",62.41,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
J36,JARDINE MATHESON HOLDINGS LTD,Industrials,Equity,"669,369.00",0.01,"669,369.00","10,900.00",61.41,Hong Kong,Singapore Exchange,USD,1,USD,-
ADDT B,ADDTECH CLASS B,Industrials,Equity,"668,798.25",0.01,"668,798.25","18,705.00",35.76,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,Equity,"665,532.90",0.01,"665,532.90","13,745.00",48.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
SKF B,SKF B,Industrials,Equity,"663,507.53",0.01,"663,507.53","26,388.00",25.14,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
BOL,BOLIDEN,Materials,Equity,"660,710.71",0.01,"660,710.71","18,325.00",36.06,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
OTEX,OPEN TEXT CORP,Information Technology,Equity,"659,727.59",0.01,"659,727.59","18,492.00",35.68,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
METSO,METSO CORPORATION,Industrials,Equity,"658,941.70",0.01,"658,941.70","46,228.00",14.25,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,EUR,-
MKS,MARKS AND SPENCER GROUP PLC,Consumer Staples,Equity,"657,063.27",0.01,"657,063.27","143,292.00",4.59,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
GALP,GALP ENERGIA SGPS SA CLASS B,Energy,Equity,"653,724.23",0.01,"653,724.23","34,689.00",18.85,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.85,EUR,-
4188,MITSUBISHI CHEMICAL GROUP CORP,Materials,Equity,"652,256.98",0.01,"652,256.98","108,900.00",5.99,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
1801,TAISEI CORP,Industrials,Equity,"652,446.25",0.01,"652,446.25","9,400.00",69.41,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
BN4,KEPPEL LTD,Industrials,Equity,"652,575.79",0.01,"652,575.79","96,800.00",6.74,Singapore,Singapore Exchange,USD,1.28,SGD,-
A17U,CAPITALAND ASCENDAS REIT,Real Estate,Equity,"652,099.95",0.01,"652,099.95","294,616.00",2.21,Singapore,Singapore Exchange,USD,1.28,SGD,-
TRYG,TRYG,Financials,Equity,"649,889.63",0.01,"649,889.63","24,696.00",26.32,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.37,DKK,-
HEIO,HEINEKEN HOLDING NV,Consumer Staples,Equity,"647,961.72",0.01,"647,961.72","9,373.00",69.13,Netherlands,Euronext Amsterdam,USD,0.85,EUR,-
WISE,WISE PLC CLASS A,Financials,Equity,"647,250.34",0.01,"647,250.34","42,509.00",15.23,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
ALO,ALSTOM SA,Industrials,Equity,"643,768.96",0.01,"643,768.96","26,216.00",24.56,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
UAL,UNITED AIRLINES HOLDINGS INC,Industrials,Equity,"643,103.72",0.01,"643,103.72","6,034.00",106.58,United States,NASDAQ,USD,1,USD,-
CAR,CAR GROUP LTD,Communication,Equity,"640,611.32",0.01,"640,611.32","25,157.00",25.46,Australia,Asx - All Markets,USD,1.51,AUD,-
ABF,ASSOCIATED BRITISH FOODS PLC,Consumer Staples,Equity,"638,590.31",0.01,"638,590.31","23,902.00",26.72,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
C6L,SINGAPORE AIRLINES LTD,Industrials,Equity,"638,657.94",0.01,"638,657.94","125,300.00",5.1,Singapore,Singapore Exchange,USD,1.28,SGD,-
WIX,WIX.COM LTD,Information Technology,Equity,"636,747.30",0.01,"636,747.30","3,710.00",171.63,Israel,NASDAQ,USD,1,USD,-
BSY,BENTLEY SYSTEMS INC CLASS B,Information Technology,Equity,"629,509.54",0.01,"629,509.54","11,891.00",52.94,United States,NASDAQ,USD,1,USD,-
5713,SUMITOMO METAL MINING LTD,Materials,Equity,"624,684.61",0.01,"624,684.61","21,300.00",29.33,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
1802,OBAYASHI CORP,Industrials,Equity,"623,488.07",0.01,"623,488.07","36,800.00",16.94,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
ERIE,ERIE INDEMNITY CLASS A,Financials,Equity,"623,811.72",0.01,"623,811.72","1,842.00",338.66,United States,NASDAQ,USD,1,USD,-
MZTF,MIZRAHI TEFAHOT BANK LTD,Financials,Equity,"622,798.58",0.01,"622,798.58","9,727.00",64.03,Israel,Tel Aviv Stock Exchange,USD,3.34,ILS,-
BNR,BRENNTAG,Industrials,Equity,"621,495.73",0.01,"621,495.73","10,482.00",59.29,Germany,Xetra,USD,0.85,EUR,-
MPL,MEDIBANK PRIVATE LTD,Financials,Equity,"620,073.52",0.01,"620,073.52","191,261.00",3.24,Australia,Asx - All Markets,USD,1.51,AUD,-
CON,CONTINENTAL AG,Consumer Discretionary,Equity,"620,216.17",0.01,"620,216.17","7,366.00",84.2,Germany,Xetra,USD,0.85,EUR,-
TEL2 B,TELE2 B,Communication,Equity,"618,853.96",0.01,"618,853.96","34,941.00",17.71,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
TREL B,TRELLEBORG B,Industrials,Equity,"618,184.82",0.01,"618,184.82","15,393.00",40.16,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
8113,UNICHARM CORP,Consumer Staples,Equity,"617,988.42",0.01,"617,988.42","93,200.00",6.63,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
7912,DAI NIPPON PRINTING LTD,Industrials,Equity,"615,267.31",0.01,"615,267.31","34,600.00",17.78,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
NVMI,NOVA LTD,Information Technology,Equity,"612,365.64",0.01,"612,365.64","2,132.00",287.23,Israel,Tel Aviv Stock Exchange,USD,3.34,ILS,-
CA,CARREFOUR SA,Consumer Staples,Equity,"611,356.09",0.01,"611,356.09","42,872.00",14.26,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
FOX,FOX CORP CLASS B,Communication,Equity,"610,094.03",0.01,"610,094.03","11,557.00",52.79,United States,NASDAQ,USD,1,USD,-
TLC,THE LOTTERY CORPORATION LTD,Consumer Discretionary,Equity,"608,842.71",0.01,"608,842.71","153,509.00",3.97,Australia,Asx - All Markets,USD,1.51,AUD,-
SKA B,SKANSKA B,Industrials,Equity,"607,888.83",0.01,"607,888.83","23,534.00",25.83,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
CCL.B,CCL INDUSTRIES INC CLASS B,Materials,Equity,"606,649.97",0.01,"606,649.97","10,497.00",57.79,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
NICE,NICE LTD,Information Technology,Equity,"606,088.31",0.01,"606,088.31","4,263.00",142.17,Israel,Tel Aviv Stock Exchange,USD,3.34,ILS,-
MNG,M&G PLC,Financials,Equity,"600,459.56",0.01,"600,459.56","174,494.00",3.44,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
TIH,TOROMONT INDUSTRIES LTD,Industrials,Equity,"600,023.11",0.01,"600,023.11","5,650.00",106.2,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
ORK,ORKLA,Consumer Staples,Equity,"596,425.68",0.01,"596,425.68","51,988.00",11.47,Norway,Oslo Bors Asa,USD,9.88,NOK,-
ALA,ALTAGAS LTD,Utilities,Equity,"591,746.99",0.01,"591,746.99","19,625.00",30.15,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
TEN,TENARIS SA,Energy,Equity,"587,818.57",0.01,"587,818.57","32,570.00",18.05,Italy,Borsa Italiana,USD,0.85,EUR,-
ORNBV,ORION CLASS B,Health Care,Equity,"584,771.02",0.01,"584,771.02","7,317.00",79.92,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,EUR,-
CAE,CAE INC,Industrials,Equity,"583,799.40",0.01,"583,799.40","22,079.00",26.44,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
SCHN,SCHINDLER HOLDING AG,Industrials,Equity,"581,774.82",0.01,"581,774.82","1,545.00",376.55,Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
LI,KLEPIERRE REIT SA,Real Estate,Equity,"580,953.70",0.01,"580,953.70","14,744.00",39.4,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
8136,SANRIO LTD,Consumer Discretionary,Equity,"578,602.34",0.01,"578,602.34","11,700.00",49.45,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
LIFCO B,LIFCO CLASS B,Industrials,Equity,"578,398.48",0.01,"578,398.48","16,167.00",35.78,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
TLX,TALANX AG,Financials,Equity,"575,089.73",0.01,"575,089.73","4,418.00",130.17,Germany,Xetra,USD,0.85,EUR,-
WTB,WHITBREAD PLC,Consumer Discretionary,Equity,"571,036.67",0.01,"571,036.67","13,551.00",42.14,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
GET,GETLINK,Industrials,Equity,"567,162.58",0.01,"567,162.58","30,475.00",18.61,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
3088,MATSUKIYOKARA,Consumer Staples,Equity,"564,764.52",0.01,"564,764.52","26,800.00",21.07,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
NESTE,NESTE,Energy,Equity,"564,577.11",0.01,"564,577.11","28,941.00",19.51,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,EUR,-
SIG,SIGMA HEALTHCARE LTD,Health Care,Equity,"563,799.96",0.01,"563,799.96","282,883.00",1.99,Australia,Asx - All Markets,USD,1.51,AUD,-
H78,HONGKONG LAND HOLDINGS LTD,Real Estate,Equity,"563,034.00",0.01,"563,034.00","87,700.00",6.42,Hong Kong,Singapore Exchange,USD,1,USD,-
UNI,UNIPOL ASSICURAZIONI SPA,Financials,Equity,"562,844.93",0.01,"562,844.93","27,193.00",20.7,Italy,Borsa Italiana,USD,0.85,EUR,-
FSV,FIRSTSERVICE SUBORDINATE VOTING CO,Real Estate,Equity,"560,740.94",0.01,"560,740.94","2,743.00",204.43,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
4204,SEKISUI CHEMICAL LTD,Industrials,Equity,"559,702.05",0.01,"559,702.05","28,900.00",19.37,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
AM,DASSAULT AVIATION SA,Industrials,Equity,"558,756.37",0.01,"558,756.37","1,643.00",340.08,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
SOL,WASHINGTON H SOUL PATTINSON & COMP,Financials,Equity,"557,205.16",0.01,"557,205.16","19,730.00",28.24,Australia,Asx - All Markets,USD,1.51,AUD,-
GIL,GILDAN ACTIVEWEAR INC,Consumer Discretionary,Equity,"557,703.61",0.01,"557,703.61","10,351.00",53.88,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
HEN,HENKEL AG,Consumer Staples,Equity,"555,810.55",0.01,"555,810.55","7,074.00",78.57,Germany,Xetra,USD,0.85,EUR,-
LUN,LUNDIN MINING CORP,Materials,Equity,"554,735.73",0.01,"554,735.73","46,875.00",11.83,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
PHOE,PHOENIX FINANCIAL LTD,Financials,Equity,"551,374.29",0.01,"551,374.29","16,438.00",33.54,Israel,Tel Aviv Stock Exchange,USD,3.34,ILS,-
SNAP,SNAP INC CLASS A,Communication,Equity,"551,813.86",0.01,"551,813.86","75,179.00",7.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
OMV,OMV AG,Energy,Equity,"550,959.32",0.01,"550,959.32","10,082.00",54.65,Austria,Wiener Boerse Ag,USD,0.85,EUR,-
MAERSK A,A P MOLLER MAERSK,Industrials,Equity,"551,200.70",0.01,"551,200.70",263,"2,095.82",Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.37,DKK,-
S32,SOUTH32 LTD,Materials,Equity,"550,233.01",0.01,"550,233.01","319,779.00",1.72,Australia,Asx - All Markets,USD,1.51,AUD,-
FORTUM,FORTUM,Utilities,Equity,"548,890.40",0.01,"548,890.40","30,632.00",17.92,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,EUR,-
BEIJ B,BEIJER REF CLASS B,Industrials,Equity,"543,606.45",0.01,"543,606.45","32,295.00",16.83,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
RNO,RENAULT SA,Consumer Discretionary,Equity,"539,975.45",0.01,"539,975.45","13,397.00",40.31,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
SECU B,SECURITAS B,Industrials,Equity,"539,065.58",0.01,"539,065.58","34,273.00",15.73,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
7272,YAMAHA MOTOR LTD,Consumer Discretionary,Equity,"538,161.50",0.01,"538,161.50","70,800.00",7.6,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
SCA B,SVENSKA CELLULOSA B,Materials,Equity,"538,241.98",0.01,"538,241.98","40,762.00",13.2,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
REA,REA GROUP LTD,Communication,Equity,"538,294.32",0.01,"538,294.32","3,568.00",150.87,Australia,Asx - All Markets,USD,1.51,AUD,-
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,"537,464.40",0.01,"537,464.40","21,430.00",25.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
8951,NIPPON BUILDING FUND REIT INC,Real Estate,Equity,"533,705.77",0.01,"533,705.77",550,970.37,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
AKRBP,AKER BP,Energy,Equity,"533,902.37",0.01,"533,902.37","21,592.00",24.73,Norway,Oslo Bors Asa,USD,9.88,NOK,-
ELISA,ELISA,Communication,Equity,"532,523.54",0.01,"532,523.54","9,703.00",54.88,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,EUR,-
ASX,ASX LTD,Financials,Equity,"531,718.26",0.01,"531,718.26","13,192.00",40.31,Australia,Asx - All Markets,USD,1.51,AUD,-
TFII,TFI INTERNATIONAL INC,Industrials,Equity,"531,490.07",0.01,"531,490.07","5,681.00",93.56,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
EPI B,EPIROC CLASS B,Industrials,Equity,"530,646.72",0.01,"530,646.72","26,981.00",19.67,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
6479,MINEBEA MITSUMI INC,Industrials,Equity,"528,796.34",0.01,"528,796.34","28,500.00",18.55,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
9042,HANKYU HANSHIN HOLDINGS INC,Industrials,Equity,"528,692.74",0.01,"528,692.74","17,700.00",29.87,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
RXL,REXEL SA,Industrials,Equity,"519,755.69",0.01,"519,755.69","16,041.00",32.4,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
BSL,BLUESCOPE STEEL LTD,Materials,Equity,"516,589.69",0.01,"516,589.69","34,885.00",14.81,Australia,Asx - All Markets,USD,1.51,AUD,-
ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,Equity,"511,965.82",0.01,"511,965.82","27,334.00",18.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
7186,CONCORDIA FINANCIAL GROUP LTD,Financials,Equity,"509,079.06",0.01,"509,079.06","66,500.00",7.66,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
BCP,BANCO COMERCIAL PORTUGUES SA,Financials,Equity,"508,636.61",0.01,"508,636.61","604,925.00",0.84,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.85,EUR,-
8593,MITSUBISHI HC CAPITAL INC,Financials,Equity,"508,007.45",0.01,"508,007.45","60,500.00",8.4,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
MNDY,MONDAYCOM LTD,Information Technology,Equity,"507,515.80",0.01,"507,515.80","2,644.00",191.95,Israel,NASDAQ,USD,1,USD,-
5411,JFE HOLDINGS INC,Materials,Equity,"507,059.42",0.01,"507,059.42","39,000.00",13,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
HAG,HENSOLDT AG,Industrials,Equity,"505,706.47",0.01,"505,706.47","4,622.00",109.41,Germany,Xetra,USD,0.85,EUR,-
KEY,KEYERA CORP,Energy,Equity,"504,162.53",0.01,"504,162.53","15,551.00",32.42,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
APA,APA GROUP UNITS,Utilities,Equity,"502,314.08",0.01,"502,314.08","84,386.00",5.95,Australia,Asx - All Markets,USD,1.51,AUD,-
LUG,LUNDIN GOLD INC,Materials,Equity,"501,175.13",0.01,"501,175.13","7,875.00",63.64,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
EUR,EUR CASH,Cash and/or Derivatives,Cash,"499,358.84",0.01,"499,358.84","425,820.00",117.27,European Union,-,USD,0.85,EUR,-
6841,YOKOGAWA ELECTRIC CORP,Information Technology,Equity,"498,852.21",0.01,"498,852.21","16,800.00",29.69,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
JMT,JERONIMO MARTINS SA,Consumer Staples,Equity,"498,335.98",0.01,"498,335.98","19,619.00",25.4,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.85,EUR,-
QAN,QANTAS AIRWAYS LTD,Industrials,Equity,"497,619.59",0.01,"497,619.59","65,647.00",7.58,Australia,Asx - All Markets,USD,1.51,AUD,-
KBX,KNORR BREMSE AG,Industrials,Equity,"497,063.26",0.01,"497,063.26","4,943.00",100.56,Germany,Xetra,USD,0.85,EUR,-
IVN,IVANHOE MINES LTD CLASS A,Materials,Equity,"494,052.42",0.01,"494,052.42","53,877.00",9.17,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
2413,M3 INC,Health Care,Equity,"494,301.68",0.01,"494,301.68","30,800.00",16.05,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
CAD,CAD CASH,Cash and/or Derivatives,Cash,"493,801.86",0.01,"493,801.86","683,891.00",72.2,Canada,-,USD,1.38,CAD,-
CTC.A,CANADIAN TIRE LTD CLASS A,Consumer Discretionary,Equity,"491,476.85",0.01,"491,476.85","3,959.00",124.14,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
H,HYATT HOTELS CORP CLASS A,Consumer Discretionary,Equity,"490,708.24",0.01,"490,708.24","3,421.00",143.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
7259,AISIN CORP,Consumer Discretionary,Equity,"490,399.19",0.01,"490,399.19","28,300.00",17.33,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
BTRW,BARRATT REDROW PLC,Consumer Discretionary,Equity,"488,633.31",0.01,"488,633.31","97,852.00",4.99,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
SBRY,SAINSBURY(J) PLC,Consumer Staples,Equity,"488,653.72",0.01,"488,653.72","117,319.00",4.17,United Kingdom,London Stock Exchange,USD,0.74,GBP,02-Jan-85
7701,SHIMADZU CORP,Information Technology,Equity,"486,435.75",0.01,"486,435.75","19,800.00",24.57,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
NEM,NEMETSCHEK,Information Technology,Equity,"486,540.21",0.01,"486,540.21","3,903.00",124.66,Germany,Xetra,USD,0.85,EUR,-
DVA,DAVITA INC,Health Care,Equity,"486,336.84",0.01,"486,336.84","3,652.00",133.17,United States,New York Stock Exchange Inc.,USD,1,USD,-
DKK,DKK CASH,Cash and/or Derivatives,Cash,"483,943.81",0.01,"483,943.81","3,080,327.00",15.71,Denmark,-,USD,6.37,DKK,-
4612,NIPPON PAINT HOLDINGS LTD,Materials,Equity,"482,661.25",0.01,"482,661.25","69,000.00",7,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
T,TELUS CORP,Communication,Equity,"480,648.47",0.01,"480,648.47","30,121.00",15.96,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
AIA,AUCKLAND INTERNATIONAL AIRPORT LTD,Industrials,Equity,"479,938.87",0.01,"479,938.87","103,476.00",4.64,New Zealand,New Zealand Exchange Ltd,USD,1.68,NZD,-
SEK,SEK CASH,Cash and/or Derivatives,Cash,"477,327.22",0.01,"477,327.22","4,453,535.00",10.72,Sweden,-,USD,9.33,SEK,-
4911,SHISEIDO LTD,Consumer Staples,Equity,"475,043.17",0.01,"475,043.17","29,600.00",16.05,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
6920,LASERTEC CORP,Information Technology,Equity,"474,535.30",0.01,"474,535.30","4,200.00",112.98,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
JDEP,JDE PEETS NV,Consumer Staples,Equity,"474,644.98",0.01,"474,644.98","12,956.00",36.64,Netherlands,Euronext Amsterdam,USD,0.85,EUR,-
ENT,ENTAIN PLC,Consumer Discretionary,Equity,"472,044.64",0.01,"472,044.64","40,777.00",11.58,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
SHL,SONIC HEALTHCARE LTD,Health Care,Equity,"469,561.36",0.01,"469,561.36","31,219.00",15.04,Australia,Asx - All Markets,USD,1.51,AUD,-
FRES,FRESNILLO PLC,Materials,Equity,"469,877.19",0.01,"469,877.19","16,074.00",29.23,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
IAG,INTERNATIONAL AIRLINES GROUP SA,Industrials,Equity,"469,213.41",0.01,"469,213.41","90,503.00",5.18,Spain,Bolsa De Madrid,USD,0.85,EUR,-
VCX,VICINITY CENTRES,Real Estate,Equity,"468,185.65",0.01,"468,185.65","271,049.00",1.73,Australia,Asx - All Markets,USD,1.51,AUD,-
KGF,KINGFISHER PLC,Consumer Discretionary,Equity,"467,246.92",0.01,"467,246.92","141,178.00",3.31,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
IFT,INFRATIL LTD,Financials,Equity,"466,700.62",0.01,"466,700.62","62,808.00",7.43,New Zealand,New Zealand Exchange Ltd,USD,1.68,NZD,-
7202,ISUZU MOTORS LTD,Consumer Discretionary,Equity,"466,869.48",0.01,"466,869.48","34,900.00",13.38,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
NOK,NOK CASH,Cash and/or Derivatives,Cash,"466,418.41",0.01,"466,418.41","4,606,302.00",10.13,Norway,-,USD,9.88,NOK,-
4704,TREND MICRO INC,Information Technology,Equity,"463,585.58",0.01,"463,585.58","8,400.00",55.19,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
6504,FUJI ELECTRIC LTD,Industrials,Equity,"462,102.59",0.01,"462,102.59","6,900.00",66.97,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
SPX,SPIRAX GROUP PLC,Industrials,Equity,"460,700.88",0.01,"460,700.88","4,875.00",94.5,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
66,MTR CORPORATION CORP LTD,Industrials,Equity,"458,325.36",0.01,"458,325.36","134,500.00",3.41,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
INDT,INDUTRADE,Industrials,Equity,"456,877.20",0.01,"456,877.20","18,248.00",25.04,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
SGH,SGH LTD,Industrials,Equity,"456,888.43",0.01,"456,888.43","14,174.00",32.23,Australia,Asx - All Markets,USD,1.51,AUD,-
REC,RECORDATI INDUSTRIA CHIMICA E FARM,Health Care,Equity,"453,963.66",0.01,"453,963.66","7,182.00",63.21,Italy,Borsa Italiana,USD,0.85,EUR,-
5019,IDEMITSU KOSAN LTD,Energy,Equity,"454,152.70",0.01,"454,152.70","67,000.00",6.78,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
EVD,CTS EVENTIM AG,Communication,Equity,"452,209.54",0.01,"452,209.54","4,440.00",101.85,Germany,Xetra,USD,0.85,EUR,-
ZAL,ZALANDO,Consumer Discretionary,Equity,"450,281.41",0.01,"450,281.41","15,249.00",29.53,Germany,Xetra,USD,0.85,EUR,-
STERV,STORA ENSO CLASS R,Materials,Equity,"447,075.35",0.01,"447,075.35","40,147.00",11.14,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,EUR,-
UHR,THE SWATCH GROUP AG,Consumer Discretionary,Equity,"447,355.34",0.01,"447,355.34","2,384.00",187.65,Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
9107,KAWASAKI KISEN LTD,Industrials,Equity,"446,705.94",0.01,"446,705.94","28,300.00",15.78,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
7309,SHIMANO INC,Consumer Discretionary,Equity,"445,745.73",0.01,"445,745.73","4,100.00",108.72,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
2269,MEIJI HOLDINGS LTD,Consumer Staples,Equity,"445,102.42",0.01,"445,102.42","20,900.00",21.3,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
DHER,DELIVERY HERO,Consumer Discretionary,Equity,"443,963.49",0.01,"443,963.49","14,362.00",30.91,Germany,Xetra,USD,0.85,EUR,-
